500,3.93348
501,25.969
502,60.6285
503,63.5882
504,61.6644
505,54.4135
506,67.6993
507,66.6436
508,59.0249
509,50.166
510,45.1769
511,46.5714
512,49.3613
513,55.0031
514,63.2543
515,68.3345
516,68.3709
517,59.2923
518,49.467
519,48.0252
520,58.6411
521,58.9338
522,58.1527
523,50.9606
524,49.2138
525,56.7592
526,59.4665
527,43.674
528,55.2209
529,47.7343
530,55.9046
531,59.0333
532,46.3751
533,62.371
534,55.5392
535,43.0291
536,63.0013
537,57.3256
538,63.7158
539,54.5414
540,55.6877
541,56.2759
542,57.0529
543,48.6072
544,52.2838
545,58.1869
546,63.5477
547,61.3407
548,49.0374
549,59.1646
550,58.2961
551,64.1647
552,58.0889
553,61.4337
554,48.5637
555,61.7223
556,42.3157
557,50.2778
558,56.6832
559,52.2521
560,47.3348
561,57.1804
562,64.3919
563,66.5597
564,66.5717
565,63.5869
566,62.6794
567,64.74
568,66.5571
569,67.6123
570,67.4905
571,66.9416
572,67.0066
573,63.9223
574,65.8228
575,64.9427
576,65.1029
577,64.7396
578,64.5753
579,65.5811
580,64.6621
581,65.4228
582,66.8181
583,67.1249
584,56.4611
585,64.8971
586,64.0164
587,64.5807
588,52.8441
589,63.7089
590,59.3232
591,63.6987
592,63.9423
593,63.0171
594,60.3927
595,61.2501
596,64.168
597,63.6845
598,64.7559
599,64.8938
600,65.3219
601,57.9824
602,63.6262
603,64.5074
604,62.5047
605,63.6549
606,43.1619
607,53.6919
608,62.2646
609,63.6007
610,60.412
611,58.6235
612,62.7762
613,63.9468
614,63.1405
615,63.6165
616,62.1856
617,63.0688
618,62.0367
619,61.024
620,60.473
621,60.4866
622,62.4727
623,61.864
624,62.7313
625,62.0871
626,61.4262
627,62.3142
628,61.7349
629,61.6565
630,62.3819
631,62.6971
632,60.9444
633,59.7929
634,60.3617
635,62.2231
636,61.4424
637,62.4169
638,61.5093
639,62.0205
640,61.1195
641,59.1705
642,59.1944
643,62.6555
644,61.6306
645,60.4376
646,59.4424
647,60.2504
648,45.1508
649,60.3235
650,61.8548
651,61.1094
652,61.8575
653,59.3106
654,60.6792
655,61.7052
656,61.4802
657,59.9758
658,58.2859
659,58.7375
660,59.62
661,60.8202
662,60.6564
663,59.4446
664,56.8919
665,55.1907
666,58.4208
667,61.0702
668,60.2675
669,61.2171
670,60.9578
671,58.9463
672,58.5964
673,60.7777
674,61.0121
675,61.1284
676,60.6789
677,59.6588
678,55.5145
679,59.4615
680,59.7211
681,59.7486
682,58.6655
683,56.3234
684,56.6325
685,58.6951
686,46.339
687,59.1062
688,59.862
689,59.642
690,60.0258
691,59.9032
692,58.7914
693,59.2631
694,59.6538
695,57.7114
696,39.1797
697,51.335
698,54.553
699,55.5019
700,56.1564
701,57.4082
702,58.8315
703,58.1024
704,59.4124
705,58.7254
706,56.8408
707,54.805
708,56.3688
709,57.8607
710,57.6143
711,55.9957
712,57.924
713,58.1991
714,56.7186
715,57.6602
716,57.3641
717,57.7721
718,56.0205
719,55.2181
720,54.8772
721,54.1243
722,54.7438
723,55.4133
724,56.7824
725,56.6271
726,57.2984
727,57.4653
728,57.204
729,56.5176
730,53.7221
731,54.52
732,56.3422
733,54.2438
734,57.3839
735,54.5016
736,54.9919
737,55.7942
738,56.7234
739,55.7498
740,55.7597
741,52.97
742,55.0161
743,52.2542
744,53.2952
745,55.7939
746,56.6575
747,55.3241
748,55.0264
749,56.3469
750,56.0837
751,56.1631
752,55.4871
753,55.5892
754,53.146
755,52.0118
756,54.7747
757,54.9306
758,55.7927
759,55.3067
760,55.6858
761,54.4532
762,55.8463
763,54.6801
764,55.9344
765,52.759
766,51.065
767,52.8011
768,53.6625
769,54.9435
770,55.3814
771,54.3517
772,54.7043
773,55.3621
774,54.4286
775,54.9345
776,54.401
777,50.4706
778,52.3199
779,54.18
780,54.9753
781,54.2144
782,54.5518
783,53.2374
784,52.3804
785,52.4332
786,53.2898
787,53.378
788,51.1101
789,51.5666
790,52.5472
791,53.3328
792,53.6596
793,54.0266
794,53.2896
795,53.5837
796,52.2548
797,49.7376
798,53.2045
799,51.1227
800,49.3705
801,50.293
802,51.8183
803,52.7262
804,52.3568
805,52.5094
806,53.2703
807,53.4277
808,53.4928
809,51.6324
810,50.3213
811,50.8994
812,52.5525
813,52.7549
814,52.6981
815,52.2021
816,53.0546
817,52.6557
818,53.0622
819,52.5668
820,52.7961
821,52.1793
822,49.5656
823,49.271
824,48.6881
825,50.022
826,51.9429
827,52.1572
828,51.4342
829,49.65
830,52.448
831,51.3574
832,50.9435
833,50.2821
834,50.6104
835,50.5574
836,50.2399
837,49.4315
838,52.1311
839,50.6439
840,50.5505
841,51.3627
842,50.7218
843,49.6386
844,49.4971
845,49.7411
846,49.971
847,49.135
848,50.3365
849,50.8298
850,50.7591
851,44.2413
852,47.7193
853,49.6436
854,48.4527
855,47.7477
856,50.0824
857,50.757
858,50.3494
859,49.5788
860,50.1459
861,50.9012
862,50.6758
863,50.3332
864,48.4557
865,48.0132
866,49.2099
867,48.6031
868,49.0494
869,49.0986
870,50.1075
871,49.2701
872,41.7803
873,48.9702
874,47.7788
875,46.7913
876,48.8067
877,47.3646
878,49.4047
879,49.974
880,49.9978
881,48.1364
882,49.0687
883,49.8788
884,49.3479
885,48.0446
886,48.2966
887,48.6112
888,48.6343
889,48.7239
890,49.0783
891,48.4968
892,49.0684
893,48.3515
894,48.291
895,47.4386
896,48.3363
897,48.0134
898,48.5077
899,48.9831
900,47.9522
901,40.3236
902,39.7621
903,47.7129
904,46.5569
905,47.6776
906,48.69
907,47.782
908,48.6332
909,50.4162
910,50.8782
911,51.9986
912,52.1542
913,52.3248
914,53.0301
915,50.1658
916,52.7409
917,47.5105
918,55.3572
919,55.1675
920,55.8472
921,56.4232
922,57.2436
923,57.9781
924,57.92
925,58.5343
926,57.4984
927,55.1532
928,57.4307
929,57.5195
930,58.0939
931,56.8802
932,55.2126
933,58.0734
934,58.0056
935,57.9499
936,57.4491
937,57.2813
938,55.3293
939,53.3004
940,55.9165
941,53.7718
942,57.261
943,57.3651
944,57.6868
945,57.8192
946,57.8787
947,57.5367
948,57.0613
949,57.3914
950,55.9469
951,53.2065
952,55.7324
953,55.4874
954,55.3986
955,55.8943
956,57.1785
957,39.4998
958,56.3266
959,56.9554
960,56.865
961,56.2354
962,53.8947
963,53.5412
964,53.9287
965,55.8681
966,54.439
